Date,AAPL,MSFT,TSLA
2024-01-02,183.90322875976562,365.42156982421875,248.4199981689453
2024-01-03,182.52622985839844,365.1556091308594,238.4499969482422
2024-01-04,180.20811462402344,362.53466796875,237.92999267578125
2024-01-05,179.4849395751953,362.3474426269531,237.49000549316406
2024-01-08,183.823974609375,369.1855163574219,240.4499969482422
2024-01-09,183.40789794921875,370.26934814453125,234.9600067138672
2024-01-10,184.44810485839844,377.1468200683594,233.94000244140625
2024-01-11,183.8537139892578,378.9794921875,227.22000122070312
2024-01-12,184.18060302734375,382.7630615234375,218.88999938964844
2024-01-16,181.91204833984375,384.53662109375,219.91000366210938
2024-01-17,180.97093200683594,383.7483825683594,215.5500030517578
2024-01-18,186.8652801513672,388.08367919921875,211.8800048828125
2024-01-19,189.76783752441406,392.8132019042969,212.19000244140625
2024-01-22,192.07603454589844,390.6849670410156,208.8000030517578
2024-01-23,193.3539581298828,393.0398254394531,209.13999938964844
2024-01-24,192.68035888671875,396.6461181640625,207.8300018310547
2024-01-25,192.35340881347656,398.9220886230469,182.6300048828125
2024-01-26,190.61981201171875,397.9959411621094,183.25
2024-01-29,189.93624877929688,403.7008361816406,190.92999267578125
2024-01-30,186.28077697753906,402.58746337890625,191.58999633789062
2024-01-31,182.67483520507812,391.73919677734375,187.2899932861328
2024-02-01,185.11181640625,397.8481750488281,188.86000061035156
2024-02-02,184.1112518310547,405.1788635253906,187.91000366210938
2024-02-05,185.92413330078125,399.6907043457031,181.05999755859375
2024-02-06,187.5289764404297,399.53302001953125,185.10000610351562
2024-02-07,187.63795471191406,407.96722412109375,187.5800018310547
2024-02-08,186.55816650390625,408.0263977050781,189.55999755859375
2024-02-09,187.3219451904297,414.3717346191406,193.57000732421875
2024-02-12,185.63568115234375,409.1595458984375,188.1300048828125
2024-02-13,183.54275512695312,400.350830078125,184.02000427246094
2024-02-14,182.65994262695312,404.2203674316406,188.7100067138672
2024-02-15,182.372314453125,401.32806396484375,200.4499969482422
2024-02-16,180.83485412597656,398.8602294921875,199.9499969482422
2024-02-20,180.09092712402344,397.6066589355469,193.75999450683594
2024-02-21,180.84475708007812,397.0044250488281,194.77000427246094
2024-02-22,182.87815856933594,406.3526306152344,197.41000366210938
2024-02-23,181.04315185546875,405.0594177246094,191.97000122070312
2024-02-26,179.6941375732422,402.29547119140625,199.39999389648438
2024-02-27,181.15225219726562,402.23626708984375,199.72999572753906
2024-02-28,179.95204162597656,402.4731750488281,202.0399932861328
2024-02-29,179.2874755859375,408.31695556640625,201.8800048828125
2024-03-01,178.20628356933594,410.1530456542969,202.63999938964844
2024-03-04,173.6831817626953,409.5804748535156,188.13999938964844
2024-03-05,168.7434539794922,397.4684143066406,180.74000549316406
2024-03-06,167.75157165527344,396.91558837890625,176.5399932861328
2024-03-07,167.63253784179688,403.8748779296875,178.64999389648438
2024-03-08,169.34854125976562,400.9924621582031,175.33999633789062
2024-03-11,171.3522186279297,399.3143310546875,177.77000427246094
2024-03-12,171.8282928466797,409.9359130859375,177.5399932861328
2024-03-13,169.74530029296875,409.7581787109375,169.47999572753906
2024-03-14,171.6001739501953,419.7479553222656,162.5
2024-03-15,171.22325134277344,411.06121826171875,163.57000732421875
2024-03-18,172.3143310546875,411.9495849609375,173.8000030517578
2024-03-19,174.65524291992188,415.9869689941406,171.32000732421875
2024-03-20,177.22430419921875,419.7578125,175.66000366210938
2024-03-21,169.9833526611328,423.8446044921875,172.82000732421875
2024-03-22,170.88600158691406,423.22265625,170.8300018310547
2024-03-25,169.46754455566406,417.4183044433594,172.6300048828125
2024-03-26,168.33680725097656,416.2239074707031,177.6699981689453
2024-03-27,171.9076690673828,416.0067138671875,179.8300018310547
2024-03-28,170.0924530029297,415.30584716796875,175.7899932861328
2024-04-01,168.65419006347656,419.1063232421875,175.22000122070312
2024-04-02,167.4738311767578,416.0165710449219,166.6300048828125
2024-04-03,168.27728271484375,415.03936767578125,168.3800048828125
2024-04-04,167.45401000976562,412.5024108886719,171.11000061035156
2024-04-05,168.2078399658203,420.0440979003906,164.89999389648438
2024-04-08,167.08700561523438,419.1260986328125,172.97999572753906
2024-04-09,168.297119140625,420.7943115234375,176.8800048828125
2024-04-10,166.4224090576172,417.8132019042969,171.75999450683594
2024-04-11,173.62364196777344,422.423095703125,174.60000610351562
2024-04-12,175.12144470214844,416.47064208984375,171.0500030517578
2024-04-15,171.29269409179688,408.31695556640625,161.47999572753906
2024-04-16,168.0094757080078,409.2448425292969,157.11000061035156
2024-04-17,166.640625,406.54010009765625,155.4499969482422
2024-04-18,165.68838500976562,399.06756591796875,149.92999267578125
2024-04-19,163.6649169921875,393.98382568359375,147.0500030517578
2024-04-22,164.4980926513672,395.8001403808594,142.0500030517578
2024-04-23,165.5495147705078,402.32513427734375,144.67999267578125
2024-04-24,167.6523895263672,403.7958984375,162.1300048828125
2024-04-25,168.5153350830078,393.9048767089844,170.17999267578125
2024-04-26,167.93011474609375,401.0911865234375,168.2899932861328
