Date,AAPL,MSFT,TSLA
2024-01-03,-0.47923208460254035,-0.10041296058556091,-1.0530793210032323
2024-01-04,-0.7756074141439887,-0.5616447922614599,-0.10508846302491935
2024-01-05,-0.28167929934364033,-0.08528441181901224,-0.09680724782225335
2024-01-08,1.3210009738971569,1.3011770651571093,0.26070119861026697
2024-01-09,-0.18220028595103752,0.16158774512941054,-0.6209207127556932
2024-01-10,0.268951811743236,1.279918959961791,-0.1590514968692596
2024-01-11,-0.23674058858711275,0.2991404273143213,-0.7681208961912852
2024-01-12,0.04758427742457572,0.6655935118901672,-0.9663269644702418
2024-01-16,-0.753826569370128,0.28299749659616635,0.06577830021714613
2024-01-17,-0.3476555745809001,-0.1949475718722956,-0.5458401837908985
2024-01-18,1.798365226390556,0.7595363807495166,-0.47589921262982965
2024-01-19,0.8296442225858862,0.8231440491692614,-0.014072029065014768
2024-01-22,0.6380572276123287,-0.43580702686626865,-0.4496732409030788
2024-01-23,0.3247759409748404,0.3826812806918984,-0.009944293958063614
2024-01-24,-0.2516018535892289,0.6077815256121079,-0.20707320784656003
2024-01-25,-0.14997627997276203,0.3620024225539319,-3.0792848375653
2024-01-26,-0.5659491469790429,-0.21439988758222642,0.034179026814183125
2024-01-29,-0.25739698927018995,0.97672194153587,0.9962131391423196
2024-01-30,-1.147772069029288,-0.24558894330562983,0.0357268789162213
2024-01-31,-1.1541275381409004,-1.9753564666559715,-0.6112198969174808
2024-02-01,0.7049936581854118,1.0668262116272165,0.1587684448540028
2024-02-02,-0.360830643635892,1.2693128134474585,-0.17626096803017113
2024-02-05,0.5063416278665789,-1.0169933309786134,-0.9611599968850275
2024-02-06,0.4372675034506929,-0.07657178334292095,0.5067216566330085
2024-02-07,-0.02047958038058709,1.4612846246878144,0.28404306356175474
2024-02-08,-0.3807084725691386,-0.03800267371395774,0.2130386635374864
2024-02-09,0.17926919088449764,1.0637580275575196,0.4777773054384721
2024-02-12,-0.5653418761797474,-0.9478823939129319,-0.7525900354028601
2024-02-13,-0.6945404612194332,-1.587919731388946,-0.5963035163490068
2024-02-14,-0.32697635671164343,0.6428265501698089,0.5859841604272032
2024-02-15,-0.14304728937270236,-0.5600420506709325,1.5033156855158345
2024-02-16,-0.5328366547069023,-0.48810489713722394,-0.11292207070158941
2024-02-20,-0.2874132537182329,-0.27311882160676165,-0.8238828310547348
2024-02-21,0.18448760447584164,-0.1566693186478295,0.07958595355224293
2024-02-22,0.5857848906749128,1.6355217209658133,0.28794728481500964
2024-02-23,-0.6240232491424781,-0.27594578324113783,-0.7389353380190232
2024-02-26,-0.4771736530987658,-0.5363157141101573,0.91613351721743
2024-02-27,0.4078515489738028,-0.05888866284310371,-0.009278897350109332
2024-02-28,-0.4302095940000159,-0.006240078422647046,0.23826974562540623
2024-02-29,-0.2634908637094113,0.9899851299785491,-0.070396289996463
2024-03-01,-0.3963883171557627,0.27320083326432676,0.043415182220784526
2024-03-04,-1.4966232901389016,-0.14818425094774115,-1.8379366345019617
2024-03-05,-1.6705825565846186,-2.1631177328074576,-1.033065115812321
2024-03-06,-0.3877207484623984,-0.147817554757841,-0.6310547691821565
2024-03-07,-0.09385650959623833,1.205499366337846,0.24792048087109014
2024-03-08,0.5285178657365327,-0.558739765840658,-0.5134071125849534
2024-03-11,0.619198839390858,-0.34762803920656654,0.2955503380433648
2024-03-12,0.10446689683706634,1.8538210424944854,-0.08293537990963586
2024-03-13,-0.7427687987193796,-0.07935903628310698,-1.1845779826034466
2024-03-14,0.5677889200432317,1.6950795960849545,-1.079334465003225
2024-03-15,-0.17840432273140192,-1.52831229569951,0.11385530016955231
2024-03-18,0.30880737201347763,0.10619501580491687,1.5115633669258466
2024-03-19,0.7188949288232515,0.6525135864533561,-0.40703576310954015
2024-03-20,0.7828189797496128,0.5998903050378827,0.5821454112460392
2024-03-21,-2.3765510071268636,0.6478622362421387,-0.45445231739414815
2024-03-22,0.2484072650499879,-0.15328038791164225,-0.33823738529136305
2024-03-25,-0.52545524926807,-1.0291183169354083,0.21257245408066888
2024-03-26,-0.4328843425135526,-0.25299900507978645,0.678627343699168
2024-03-27,1.1525766785312104,-0.08565978824450778,0.2530515238858478
2024-03-28,-0.6538754700642921,-0.16884958149635954,-0.6117677373788664
2024-04-01,-0.5342826725264068,0.6060560390281535,-0.13160750241000913
2024-04-02,-0.4514424719555231,-0.5755586247984356,-1.2751449430257589
2024-04-03,0.21925920469855176,-0.2163482698735089,0.21171074678772447
2024-04-04,-0.33168230396531445,-0.4854821142424316,0.3543604492777695
2024-04-05,0.20244823716141205,1.2590866111475196,-0.9571342610394714
2024-04-08,-0.4323729633207194,-0.20465290022755864,1.17329506319946
2024-04-09,0.3582715638423913,0.23628523764887494,0.5125395471658643
2024-04-10,-0.686859825805956,-0.5549959899603094,-0.7736389820992137
2024-04-11,2.406748987178512,0.7406620684466476,0.3623900709256736
2024-04-12,0.43696920423839514,-1.0560418069912643,-0.5584768444686379
2024-04-15,-1.2966025788420892,-1.4484228892288034,-1.448106597694454
2024-04-16,-1.1433098299377016,0.11414456789174315,-0.7265779763642464
2024-04-17,-0.5167479472799034,-0.520990455311654,-0.31453233404627723
2024-04-18,-0.3784123000287243,-1.3628206826976716,-0.9375852971572574
2024-04-19,-0.7478843680737015,-0.9593503548965454,-0.5304187273181817
2024-04-22,0.23593878131072707,0.2813208719381315,-0.899923343297582
2024-04-23,0.3099021803410864,1.1305545502328693,0.4118408754105412
2024-04-24,0.6687102721280123,0.213070511542851,2.96201894862452
2024-04-25,0.23914532269992325,-1.8000566198834773,1.189581557159699
2024-04-26,-0.25096521412673,1.2562977079122886,-0.3280209056566698
2024-04-29,1.3570025502490446,-0.7646745863632775,3.7727600370627976
2024-04-30,-1.092336955029562,-2.345289858000018,-1.4369310402127435
2024-05-01,-0.3973373170191097,0.9820811936043916,-0.49898988656752014
2024-05-02,1.1991525115747297,0.47675043385983384,-0.04784303251696675
2024-05-03,3.3474729521280753,1.5370477462186654,0.1131203245775882
2024-05-06,-0.571294197596056,1.1614966088563718,0.4415272465604332
2024-05-07,0.16238523125598778,-0.7746435813406108,-0.9902019985247638
2024-05-08,0.052477218555192155,0.1612844934630042,-0.48468842105235627
2024-05-09,0.5158714915553239,0.26169212901023386,-0.44375902912785514
2024-05-10,-0.4452718451438172,0.37136156849685437,-0.5589809593248036
2024-05-13,0.9497574206301216,-0.22422748029479833,0.45644689369042235
2024-05-14,0.29750103170497344,0.4425418071234596,0.7718632851915049
2024-05-15,0.6411584493462529,1.2019508322787757,-0.551444790619981
2024-05-16,-0.017550032665239423,-0.40162270664129873,0.07140814185938969
2024-05-17,-0.044525731118778264,-0.18085697905315806,0.3236845392285744
2024-05-20,0.29684922487177035,0.8246694584853581,-0.4039094231319925
2024-05-21,0.33637407058979923,0.5737235755689333,1.6126873515260196
2024-05-22,-0.48212414503186357,0.19832187089495038,-0.9193629880176988
2024-05-23,-1.2508250674486812,-0.6330415414380772,-0.934023667742638
2024-05-24,0.8896499996984705,0.4808553348556415,0.7401021430291587
2024-05-28,-0.0505185091637266,-0.021758520715345595,-0.39761323505152046
2024-05-29,0.03627143308963461,-0.2394735928734567,-0.1297551957058854
2024-05-30,0.24527647452615794,-2.464476202338151,0.31797843100170986
2024-05-31,0.23182877477396982,0.030969696440835734,-0.14980733110746838
2024-06-03,0.47292021445310306,-0.3257022353771123,-0.30168962419552936
2024-06-04,0.04025871381712809,0.3926261918257362,-0.26598054863151677
2024-06-05,0.3911662196881034,1.3163253304161973,-0.017746055379849354
2024-06-06,-0.45700308192675504,0.03765388741512804,0.3690154201135213
2024-06-07,0.6510622203335569,-0.16121754818446923,-0.11518985958072255
2024-06-10,-1.142193858340188,0.6298983756204317,-0.5699389118763944
